year,state,county,subgroup_type,subgroup,learning_rate,learning_rate_lb,learning_rate_ub,learning_rate_quality
2015,01,001,all,All,0.96334958,0.86069095,1.0660082,1
2015,01,001,income,Low Income,1.045506,0.87252468,1.2184873,1
2015,01,001,income,Not Low-Income,0.96165317,0.79306817,1.1302382,1
2015,01,003,all,All,0.80453658,0.74293524,0.86613792,1
2015,01,003,income,Low Income,0.81112617,0.70964837,0.91260397,1
2015,01,003,income,Not Low-Income,0.63170385,0.52762777,0.73577994,1
2015,01,005,all,All,1.0028402,0.8289628,1.1767175,1
2015,01,005,income,Low Income,1.0289207,0.80852079,1.2493205,1
2015,01,005,income,Not Low-Income,0.9903456,0.54388434,1.4368069,1
2015,01,007,all,All,1.0027248,0.82204592,1.1834036000000001,1
2015,01,007,income,Low Income,1.0631307,0.81379652,1.312465,1
2015,01,007,income,Not Low-Income,0.80741888,0.41741359,1.1974242,1
2015,01,009,all,All,0.69946158,0.58988708,0.80903608,1
2015,01,009,income,Low Income,0.70764148,0.54307359,0.87220937,1
2015,01,009,income,Not Low-Income,0.56452203,0.36535701,0.76368707,1
2015,01,011,all,All,0.65637618,0.34711632,0.96563601,1
2015,01,011,income,Low Income,0.44048199,0.066062465,0.81490153,2
2015,01,011,income,Not Low-Income,NA,NA,NA,NA
2015,01,013,all,All,0.69228435,0.51053286,0.87403584,1
2015,01,013,income,Low Income,0.87263662,0.64802414,1.097249,1
2015,01,013,income,Not Low-Income,0.8004303,0.19305348,1.4078071,2
2015,01,015,all,All,0.80768371,0.7214883,0.89387912,2
2015,01,015,income,Low Income,0.81210005,0.56775606,1.056444,3
2015,01,015,income,Not Low-Income,1.0587126,0.71325785,1.4041673,3
2015,01,017,all,All,0.83473289,0.68028319,0.98918259,1
2015,01,017,income,Low Income,0.73501265,0.53209656,0.93792874,1
2015,01,017,income,Not Low-Income,0.82432979,0.44958586,1.1990738,1
2015,01,019,all,All,0.88491708,0.72593564,1.0438986,1
2015,01,019,income,Low Income,0.92961937,0.71148193,1.1477568,1
2015,01,019,income,Not Low-Income,0.92179257,0.58068073,1.2629044,1
2015,01,021,all,All,0.85760283,0.74285507,0.9723506,1
2015,01,021,income,Low Income,0.96712971,0.80424982,1.1300094999999999,1
2015,01,021,income,Not Low-Income,0.87423551,0.63974434,1.1087267,1
2015,01,023,all,All,0.71454346,0.45819685,0.97089005,1
2015,01,023,income,Low Income,0.80148029,0.47733212,1.1256285,1
2015,01,023,income,Not Low-Income,0.56733787,-0.41134733,1.546023,3
2015,01,025,all,All,0.89799666,0.73302466,1.0629687,1
2015,01,025,income,Low Income,0.82135773,0.59489083,1.0478246,1
2015,01,025,income,Not Low-Income,0.58622128,0.21757394,0.95486861,2
2015,01,027,all,All,1.040749,0.56959754,1.5119004,2
2015,01,027,income,Low Income,0.95534557,0.46854424,1.4421469,2
2015,01,027,income,Not Low-Income,1.1062158,0.3188186,1.8936131,2
2015,01,029,all,All,0.8560946,0.64088237,1.0713068,1
2015,01,029,income,Low Income,0.87531728,0.57863188,1.1720027,1
2015,01,029,income,Not Low-Income,0.95075274,0.49967569,1.4018297,1
2015,01,031,all,All,0.90605193,0.79725254,1.0148513,1
2015,01,031,income,Low Income,0.95846182,0.77887321,1.1380504,1
2015,01,031,income,Not Low-Income,0.9072094,0.72094744,1.0934714,1
2015,01,033,all,All,0.92089593,0.80330312,1.0384887,1
2015,01,033,income,Low Income,0.89622873,0.71247584,1.0799816,2
2015,01,033,income,Not Low-Income,0.80207962,0.56361943,1.0405397,2
2015,01,035,all,All,0.84211808,0.58087748,1.1033587,1
2015,01,035,income,Low Income,0.83546329,0.52896136,1.1419652,1
2015,01,035,income,Not Low-Income,NA,NA,NA,NA
2015,01,037,all,All,0.95738834,0.65455425,1.2602224,1
2015,01,037,income,Low Income,0.78623778,0.37625477,1.1962208,2
2015,01,037,income,Not Low-Income,NA,NA,NA,NA
2015,01,039,all,All,0.79705739,0.65972066,0.93439412,1
2015,01,039,income,Low Income,0.7539295,0.54292601,0.96493298,2
2015,01,039,income,Not Low-Income,0.726385,0.4460313,1.0067387,2
2015,01,041,all,All,0.98512226,0.77744842,1.1927961,1
2015,01,041,income,Low Income,1.1468855,0.8580566,1.4357144,1
2015,01,041,income,Not Low-Income,0.91909581,0.4775849,1.3606068,1
2015,01,043,all,All,0.84989625,0.75536227,0.94443023,1
2015,01,043,income,Low Income,0.85582262,0.70358199,1.0080633,2
2015,01,043,income,Not Low-Income,0.719859,0.54424357,0.89547443,1
2015,01,045,all,All,0.89664298,0.76155776,1.0317283,1
2015,01,045,income,Low Income,0.72347969,0.29165083,1.1553086,3
2015,01,045,income,Not Low-Income,0.75675935,0.15189415,1.3616245,3
2015,01,047,all,All,0.73880881,0.61471194,0.86290568,1
2015,01,047,income,Low Income,0.64875811,0.49438301,0.80313325,1
2015,01,047,income,Not Low-Income,0.69625902,0.31173977,1.0807782,3
2015,01,049,all,All,0.96281493,0.86494249,1.0606873000000001,1
2015,01,049,income,Low Income,1.0320641,0.90288967,1.1612384,1
2015,01,049,income,Not Low-Income,0.8180545,0.59386575,1.0422432,1
2015,01,051,all,All,0.83646441,0.74417889,0.92874992,1
2015,01,051,income,Low Income,0.86867517,0.72826689,1.0090835,1
2015,01,051,income,Not Low-Income,0.95404541,0.78448325,1.1236075,1
2015,01,053,all,All,0.91928917,0.78461754,1.0539608,1
2015,01,053,income,Low Income,0.9757182,0.79498833,1.156448,1
2015,01,053,income,Not Low-Income,0.81539083,0.50749576,1.1232859,1
2015,01,055,all,All,0.78274858,0.69984168,0.86565548,1
2015,01,055,income,Low Income,0.92604339,0.80731136,1.0447755,1
2015,01,055,income,Not Low-Income,0.62404042,0.46598804,0.78209281,1
2015,01,057,all,All,0.72158933,0.50432312,0.93885553,1
2015,01,057,income,Low Income,0.89587373,0.57906693,1.2126806,1
2015,01,057,income,Not Low-Income,0.55921465,0.13051568,0.98791361,1
2015,01,059,all,All,0.79975539,0.66548085,0.93402994,1
2015,01,059,income,Low Income,0.86317557,0.68260753,1.0437436,1
2015,01,059,income,Not Low-Income,0.71860671,0.40820333,1.0290101,1
2015,01,061,all,All,0.96491987,0.79495168,1.1348881,1
2015,01,061,income,Low Income,1.01794,0.77801543,1.2578647,1
2015,01,061,income,Not Low-Income,0.86752993,0.52038705,1.2146728,1
2015,01,063,all,All,0.67099077,0.37332058,0.96866095,1
2015,01,063,income,Low Income,0.75285298,0.41841072,1.0872953,1
2015,01,063,income,Not Low-Income,NA,NA,NA,NA
2015,01,065,all,All,1.0310644,0.78501552,1.2771133,1
2015,01,065,income,Low Income,1.0389301,0.75649172,1.3213683,1
2015,01,065,income,Not Low-Income,0.9524281,0.37059322,1.534263,1
2015,01,067,all,All,1.0025274,0.81108654,1.1939682,1
2015,01,067,income,Low Income,0.88596195,0.5996331,1.1722908,1
2015,01,067,income,Not Low-Income,0.91462368,0.54901713,1.2802302,1
2015,01,069,all,All,0.80163556,0.71850532,0.8847658,1
2015,01,069,income,Low Income,0.81875151,0.69765866,0.93984437,2
2015,01,069,income,Not Low-Income,0.84023482,0.65391034,1.0265594,2
2015,01,071,all,All,0.79607219,0.68248773,0.90965664,1
2015,01,071,income,Low Income,0.87608832,0.71095228,1.0412244,1
2015,01,071,income,Not Low-Income,0.69265777,0.47002846,0.91528708,1
2015,01,073,all,All,0.86449623,0.83046913,0.89852333,1
2015,01,073,income,Low Income,0.84746522,0.78898841,0.90594202,2
2015,01,073,income,Not Low-Income,0.77050376,0.50301683,1.0379907,3
2015,01,075,all,All,0.80173796,0.59032947,1.0131464,1
2015,01,075,income,Low Income,0.92415899,0.61113095,1.237187,2
2015,01,075,income,Not Low-Income,1.0421569,0.61640292,1.4679109,1
2015,01,077,all,All,1.0332123,0.93144345,1.1349812,1
2015,01,077,income,Low Income,0.69279832,0.36892858,1.0166681,3
2015,01,077,income,Not Low-Income,1.0155118,0.77706885,1.2539546,2
2015,01,079,all,All,0.8320539,0.67513883,0.98896897,1
2015,01,079,income,Low Income,0.91131562,0.69730449,1.1253268,1
2015,01,079,income,Not Low-Income,0.95185065,0.61372167,1.2899796,1
2015,01,081,all,All,0.82164019,0.74907821,0.89420217,1
2015,01,081,income,Low Income,0.92552006,0.80256069,1.0484794,2
2015,01,081,income,Not Low-Income,0.76967049,0.63749361,0.90184736,2
2015,01,083,all,All,0.86625642,0.77265966,0.95985317,1
2015,01,083,income,Low Income,0.88206214,0.73241043,1.0317138,1
2015,01,083,income,Not Low-Income,0.73412156,0.56966686,0.89857626,1
2015,01,085,all,All,0.8992545,0.64955741,1.1489515,1
2015,01,085,income,Low Income,1.0934405,0.80015212,1.386729,1
2015,01,085,income,Not Low-Income,NA,NA,NA,NA
2015,01,087,all,All,0.800179,0.5725621,1.0277959,1
2015,01,087,income,Low Income,0.78145409,0.5081507,1.0547575,1
2015,01,087,income,Not Low-Income,NA,NA,NA,NA
2015,01,089,all,All,0.8296994,0.7816208,0.87777799,1
2015,01,089,income,Low Income,0.89206713,0.79731017,0.9868241,2
2015,01,089,income,Not Low-Income,0.69094282,0.61526042,0.76662523,1
2015,01,091,all,All,1.0064412,0.84862822,1.1642543,1
2015,01,091,income,Low Income,1.0893279,0.85879093,1.3198649,2
2015,01,091,income,Not Low-Income,1.0856286,0.74032933,1.4309279,1
2015,01,093,all,All,0.66985756,0.51799291,0.82172221,1
2015,01,093,income,Low Income,0.63918084,0.40901744,0.86934423,1
2015,01,093,income,Not Low-Income,0.57359266,0.29327902,0.85390627,1
2015,01,095,all,All,0.85071617,0.76870149,0.93273085,1
2015,01,095,income,Low Income,0.8831014,0.75458592,1.0116168,2
2015,01,095,income,Not Low-Income,0.67185271,0.50614858,0.83755684,2
2015,01,097,all,All,0.72114009,0.67818165,0.76409853,1
2015,01,097,income,Low Income,0.52568728,0.46583742,0.58553714,1
2015,01,097,income,Not Low-Income,0.45031205,0.35726309,0.54336101,1
2015,01,099,all,All,0.84567231,0.67436439,1.0169802,1
2015,01,099,income,Low Income,0.84195662,0.60709655,1.0768167,1
2015,01,099,income,Not Low-Income,1.0091577,0.6396262,1.3786892,1
2015,01,101,all,All,0.70911205,0.65048081,0.76774329,1
2015,01,101,income,Low Income,0.72533178,0.64556664,0.80509692,1
2015,01,101,income,Not Low-Income,0.60590345,0.47892871,0.73287815,1
2015,01,103,all,All,0.85637641,0.7808122,0.93194062,1
2015,01,103,income,Low Income,0.91470033,0.7896964,1.0397042,2
2015,01,103,income,Not Low-Income,0.81873035,0.68300402,0.95445669,1
2015,01,105,all,All,0.38068762,0.11495207,0.64642316,1
2015,01,105,income,Low Income,0.16599409,-0.22779515,0.55978334,2
2015,01,105,income,Not Low-Income,NA,NA,NA,NA
2015,01,107,all,All,1.0261842,0.83276314,1.2196052,1
2015,01,107,income,Low Income,1.0550313,0.79768991,1.3123727,1
2015,01,107,income,Not Low-Income,0.91215801,0.45513183,1.3691841,1
2015,01,109,all,All,0.91697401,0.75710356,1.0768445,1
2015,01,109,income,Low Income,0.89584076,0.67282313,1.1188583,2
2015,01,109,income,Not Low-Income,0.81833339,0.40974152,1.2269253,2
2015,01,111,all,All,0.87581617,0.70279604,1.0488362,1
2015,01,111,income,Low Income,0.86675239,0.61015576,1.1233491,2
2015,01,111,income,Not Low-Income,0.73473722,0.36244565,1.1070287,1
2015,01,113,all,All,0.87133878,0.76434082,0.97833675,1
2015,01,113,income,Low Income,0.69881213,0.380808,1.0168163,3
2015,01,113,income,Not Low-Income,0.72137666,0.24734353,1.1954098,3
2015,01,115,all,All,0.91938323,0.82468081,1.0140857,1
2015,01,115,income,Low Income,0.99594492,0.84767634,1.1442134,1
2015,01,115,income,Not Low-Income,0.97671402,0.80923575,1.1441923,1
2015,01,117,all,All,0.92464691,0.86366808,0.98562574,1
2015,01,117,income,Low Income,0.90759194,0.74684936,1.0683345,2
2015,01,117,income,Not Low-Income,0.85426813,0.76107156,0.9474647,1
2015,01,119,all,All,1.030208,0.77656299,1.2838531,1
2015,01,119,income,Low Income,0.88735837,0.58600456,1.1887121,1
2015,01,119,income,Not Low-Income,NA,NA,NA,NA
2015,01,121,all,All,0.88733149,0.79412019,0.98054278,1
2015,01,121,income,Low Income,0.86045378,0.73786312,0.98304445,1
2015,01,121,income,Not Low-Income,0.77056783,0.5504697,0.99066597,1
2015,01,123,all,All,0.80908555,0.6691258,0.9490453,1
2015,01,123,income,Low Income,0.86640602,0.65965939,1.0731527,1
2015,01,123,income,Not Low-Income,0.91830778,0.64831758,1.188298,1
2015,01,125,all,All,0.84904271,0.78702152,0.91106391,1
2015,01,125,income,Low Income,0.84227467,0.74886382,0.93568552,1
2015,01,125,income,Not Low-Income,0.52407527,0.40905181,0.63909876,1
2015,01,127,all,All,0.82740206,0.72407287,0.93073124,1
2015,01,127,income,Low Income,0.96713793,0.8199932,1.1142827,1
2015,01,127,income,Not Low-Income,0.66603965,0.45876265,0.87331665,1
2015,01,129,all,All,0.82349139,0.64178348,1.0051993,1
2015,01,129,income,Low Income,0.9373337,0.67129892,1.2033685,1
2015,01,129,income,Not Low-Income,0.74822187,0.39249909,1.1039447,1
2015,01,131,all,All,0.69406855,0.43816304,0.94997406,1
2015,01,131,income,Low Income,0.62122202,0.32126063,0.92118341,1
2015,01,131,income,Not Low-Income,NA,NA,NA,NA
2015,01,133,all,All,0.83353341,0.67061228,0.99645454,1
2015,01,133,income,Low Income,0.81940407,0.58895558,1.0498526,1
2015,01,133,income,Not Low-Income,0.8077721,0.47418648,1.1413577,1
2015,02,013,all,All,NA,NA,NA,NA
2015,02,013,income,Low Income,NA,NA,NA,NA
2015,02,013,income,Not Low-Income,NA,NA,NA,NA
2015,02,016,all,All,1.2918402,0.74617684,1.8375036,2
2015,02,016,income,Low Income,NA,NA,NA,NA
2015,02,016,income,Not Low-Income,1.2589425,0.68273801,1.835147,2
2015,02,020,all,All,1.2427516,1.1786325,1.3068707,1
2015,02,020,income,Low Income,1.2771009,1.1964707,1.3577311,1
2015,02,020,income,Not Low-Income,1.0677366,0.98646861,1.1490047,1
2015,02,050,all,All,1.3417255,1.1461357,1.5373152,1
2015,02,050,income,Low Income,1.2933161,1.096404,1.4902283,1
2015,02,050,income,Not Low-Income,2.0213349,1.5955259,2.4471438,1
2015,02,060,all,All,NA,NA,NA,NA
2015,02,060,income,Low Income,NA,NA,NA,NA
2015,02,060,income,Not Low-Income,NA,NA,NA,NA
2015,02,068,all,All,2.1166596,-0.50814599,4.7414651,3
2015,02,068,income,Low Income,NA,NA,NA,NA
2015,02,068,income,Not Low-Income,1.7771734,-0.79262537,4.346972,3
2015,02,070,all,All,1.0956974,0.6141609,1.5772339,2
2015,02,070,income,Low Income,1.1698892,0.71704811,1.6227304,3
2015,02,070,income,Not Low-Income,NA,NA,NA,NA
2015,02,090,all,All,1.169026,1.002183,1.3358691,3
2015,02,090,income,Low Income,1.1912794,0.95675933,1.4257995,3
2015,02,090,income,Not Low-Income,1.1386299,0.94446951,1.3327904,3
2015,02,100,all,All,1.5447956,0.8001563,2.2894349,3
2015,02,100,income,Low Income,NA,NA,NA,NA
2015,02,100,income,Not Low-Income,NA,NA,NA,NA
2015,02,105,all,All,NA,NA,NA,NA
2015,02,105,income,Low Income,NA,NA,NA,NA
2015,02,105,income,Not Low-Income,NA,NA,NA,NA
2015,02,110,all,All,1.3324846,1.1236343,1.5413349,1
2015,02,110,income,Low Income,1.3280894,1.0052333,1.6509454,1
2015,02,110,income,Not Low-Income,1.2850776,1.0536124,1.5165428,1
2015,02,122,all,All,1.0467209,0.89716649,1.1962752,1
2015,02,122,income,Low Income,1.1512892,0.95498687,1.3475916,1
2015,02,122,income,Not Low-Income,0.91089177,0.71492779,1.1068558,3
2015,02,130,all,All,1.1829281,0.86952966,1.4963264,1
2015,02,130,income,Low Income,1.3212838,0.93684602,1.7057216,1
2015,02,130,income,Not Low-Income,1.0587792,0.65341777,1.4641408,1
2015,02,150,all,All,1.1446241,0.86721963,1.4220287,1
2015,02,150,income,Low Income,1.2357545,0.89628422,1.5752248,1
2015,02,150,income,Not Low-Income,1.1514257,0.7917136,1.5111378,1
2015,02,158,all,All,1.0135906,0.72909808,1.2980831,1
2015,02,158,income,Low Income,0.95511484,0.65226531,1.2579644,1
2015,02,158,income,Not Low-Income,1.3900069,0.5318597,2.2481542,3
2015,02,164,all,All,1.3346974,0.56420135,2.1051934,3
2015,02,164,income,Low Income,0.74009365,-0.8442722,2.3244596,3
2015,02,164,income,Not Low-Income,NA,NA,NA,NA
2015,02,170,all,All,1.115815,1.008919,1.2227111,1
2015,02,170,income,Low Income,1.1917462,1.046693,1.3367995,1
2015,02,170,income,Not Low-Income,1.0661656,0.93894309,1.193388,1
2015,02,180,all,All,1.1538332,0.86738986,1.4402765,1
2015,02,180,income,Low Income,1.1309527,0.86972731,1.3921782,1
2015,02,180,income,Not Low-Income,NA,NA,NA,NA
2015,02,185,all,All,1.0129474,0.68842083,1.337474,1
2015,02,185,income,Low Income,1.0469908,0.65436947,1.439612,1
2015,02,185,income,Not Low-Income,1.0171493,0.59190774,1.4423909,2
2015,02,188,all,All,0.99569482,0.67305225,1.3183373,1
2015,02,188,income,Low Income,1.2093567,0.88919443,1.529519,1
2015,02,188,income,Not Low-Income,0.50932735,-0.10899322,1.1276479,3
2015,02,195,all,All,1.5107925,0.90239239,2.1191926,1
2015,02,195,income,Low Income,NA,NA,NA,NA
